state,dist,post,pin,village
Kerala,Kannur,Ottathai,670571,Alakode
Kerala,Kannur,Alakode-kuttaramba,670571,Taliparamba
Kerala,Kannur,Arivilanjapoyil,670571,Taliparamba
Kerala,Kannur,Vellad,670571,Vellad
Kerala,Kannur,Padappangad,670581,Chuzhali
Kerala,Kannur,Thadikadavu,670581,Kooveri
Kerala,Kannur,Edakkom,670581,Taliparamba
Kerala,Kannur,Thimiri-chepparapadava,670581,Thimiri
Kerala,Kannur,Karippal,670581,Taliparamba
Kerala,Kannur,Thadikadavu,670581,Thimiri
Kerala,Kannur,Eruvatty-chapparapadava,670581,Taliparamba
Kerala,Kannur,Kooveri,670581,Taliparamba
Kerala,Kannur,Thadikadavu,670581,Taliparamba
Kerala,Kannur,Karippal,670581,Thimiri
Kerala,Kannur,Karippal,670581,Vellora
Kerala,Kannur,Karippal,670581,Kooveri
Kerala,Kannur,Padappangad,670581,Panniyoor
Kerala,Kannur,Eruvatty-chapparapadava,670581,Thimiri
Kerala,Kannur,Chepparapadava,670581,Kooveri
Kerala,Kannur,Edakkom,670581,Kooveri
Kerala,Kannur,Edakkom,670581,Panappuzha
Kerala,Kannur,Chepparapadava,670581,Taliparamba
Kerala,Kannur,Thimiri-chepparapadava,670581,Taliparamba
Kerala,Kannur,Padappangad,670581,Kooveri
Kerala,Kannur,Padappangad,670581,Taliparamba
Kerala,Kannur,Thadikadavu,670581,Vellad
Kerala,Kannur,Thimiri-chepparapadava,670581,Vellora
Kerala,Kannur,Kudiyanmala,670582,Eruvassy
Kerala,Kannur,Pottampilavu,670582,Taliparamba
Kerala,Kannur,Pottampilavu,670582,Eruvassy
Kerala,Kannur,Kudiyanmala,670582,NADUVIL
Kerala,Kannur,Arang,670582,New Naduvil
Kerala,Kannur,Mandalam,670582,New Naduvil
Kerala,Kannur,Arang,670582,Taliparamba
Kerala,Kannur,Vayattuparamba,670582,Taliparamba
Kerala,Kannur,Naduvil,670582,New Naduvil
Kerala,Kannur,Pulikurumba,670582,New Naduvil
Kerala,Kannur,Arang,670582,Eruvassy
Kerala,Kannur,Vayattuparamba,670582,NADUVIL
Kerala,Kannur,Areekamala,670582,Taliparamba
Kerala,Kannur,Mandalam,670582,Taliparamba
Kerala,Kannur,Naduvil,670582,Taliparamba
Kerala,Kannur,Pulikurumba,670582,Taliparamba
Kerala,Kannur,Naduvil,670582,Chuzhali
Kerala,Kannur,Areekamala,670582,Eruvassy
Kerala,Kannur,Naduvil,670582,Eruvassy
Kerala,Kannur,Vayattuparamba,670582,Vellad
Kerala,Kannur,Pottampilavu,670582,New Naduvil
Kerala,Kannur,Naduvil,670582,Vellad
Kerala,Kannur,Kudiyanmala,670582,Taliparamba
Kerala,Kannur,Munderi,670591,Kannur
Kerala,Kannur,Munderi,670591,Munderi
Kerala,Kannur,Eachur,670591,Kannur
Kerala,Kannur,Eachur,670591,Munderi
Kerala,Kannur,Chattuvapara,670592,Mayyil
Kerala,Kannur,Kanhirode,670592,Kanhirode
Kerala,Kannur,Chattuvapara,670592,Kuttiattoor
Kerala,Kannur,Koodali,670592,Maniyur
Kerala,Kannur,Koodali,670592,Thalassery
Kerala,Kannur,Kanhirode,670592,Kannur
Kerala,Kannur,Koodali,670592,Koodali
Kerala,Kannur,Chekkikulam,670592,Mayyil
Kerala,Kannur,Koodali,670592,Kanhirode
Kerala,Kannur,Chattuvapara,670592,Maniyoor
Kerala,Kannur,Chekkikulam,670592,Taliparamba
Kerala,Kannur,Chekkikulam,670592,Maniyoor
Kerala,Kannur,Chattuvapara,670592,Taliparamba
Kerala,Kannur,Irukkur,670593,Irikkur
Kerala,Kannur,Irukkur,670593,Kalliad
Kerala,Kannur,Kalliad,670593,Kalliad
Kerala,Kannur,Irukkur,670593,Pattannur
Kerala,Kannur,Irukkur,670593,Taliparamba
Kerala,Kannur,Kusavanvayal,670593,Kalliad
Kerala,Kannur,Irukkur,670593,Padiyoor
Kerala,Kannur,Peruvalathuparamba,670593,Irikkur
Kerala,Kannur,Varam,670594,Chelora
Kerala,Kannur,Mundayad,670594,Elayavoor
Kerala,Kannur,Mundayad,670594,Kannur
Kerala,Kannur,Varam,670594,Kannur
Kerala,Kannur,Elampara,670595,Thalassery
Kerala,Kannur,Edayannur,670595,Keezhallur
Kerala,Kannur,Edayannur,670595,Koodali
Kerala,Kannur,Elampara,670595,Keezhallur
Kerala,Kannur,Pattanur,670595,Pattannur
Kerala,Kannur,Edayannur,670595,Pattannur
Kerala,Kannur,Edayannur,670595,Thalassery
Kerala,Kannur,Narath,670601,Kannur
Kerala,Kannur,Narath,670601,KOLACHERY
Kerala,Kannur,Cherupazhassi,670601,MAYYIL
Kerala,Kannur,Kolacherry,670601,KOLACHERY
Kerala,Kannur,Kolacherry,670601,Kannur
Kerala,Kannur,Narath,670601,NARATH
Kerala,Kannur,Cherupazhassi,670601,Kannur
Kerala,Kannur,Mayyil,670602,Kayaralam
Kerala,Kannur,Pavanoormotta,670602,Mayyil
Kerala,Kannur,Kandakai,670602,Kayaralam
Kerala,Kannur,Pavanoormotta,670602,Kuttiattoor
Kerala,Kannur,Kayaralam,670602,Taliparamba
Kerala,Kannur,Kuttiyattur,670602,Taliparamba
Kerala,Kannur,Mullakodi,670602,Kayaralam
Kerala,Kannur,Mayyil,670602,Mayyil
Kerala,Kannur,Kuttiyattur,670602,Kuttiattoor
Kerala,Kannur,Mayyil,670602,Kuttiattoor
Kerala,Kannur,Kuttiyattur,670602,Mayyil
Kerala,Kannur,Mullakodi,670602,Taliparamba
Kerala,Kannur,Kayaralam,670602,Kayaralam
Kerala,Kannur,Kandakai,670602,Taliparamba
Kerala,Kannur,Mayyil,670602,Taliparamba
Kerala,Kannur,Kandakai,670602,CHANGALI
Kerala,Kannur,Pavanoormotta,670602,Taliparamba
Kerala,Kannur,Cheleri,670604,KANNADIPARAMBA
Kerala,Kannur,Kannadiparamba,670604,KANNADIPARAMBA
Kerala,Kannur,Kannadiparamba,670604,Kannur
Kerala,Kannur,Cheleri,670604,Taliparamba
Kerala,Kannur,Mamba,670611,Irivery
Kerala,Kannur,Mamba,670611,Kannur
Kerala,Kannur,Muzhappala,670611,Anjarakandy
Kerala,Kannur,Mamba,670611,Anjarakandy
Kerala,Kannur,Muzhappala,670611,Kannur
Kerala,Kannur,Mamba,670611,Makreri
Kerala,Kannur,Muzhappala,670611,Munderi
Kerala,Kannur,Muringeri,670612,Kannur
Kerala,Kannur,Muringeri,670612,Anjarakandy
Kerala,Kannur,Kezhallur,670612,Keezhallur
Kerala,Kannur,Anjarakandy,670612,PADUVILAYI
Kerala,Kannur,Anjarakandy,670612,THALASSERY
Kerala,Kannur,Muringeri,670612,MURINGERI
Kerala,Kannur,Vengad,670612,PADUVILAYI
Kerala,Kannur,Vengad,670612,THALASSERY
Kerala,Kannur,Kezhallur,670612,Thalassery
Kerala,Kannur,Iriveri,670613,Irivery
Kerala,Kannur,Mowancheri,670613,Kanhirode
Kerala,Kannur,Iriveri,670613,Kannur
Kerala,Kannur,Mowancheri,670613,Anjarakandy
Kerala,Kannur,Mowancheri,670613,Chelora
Kerala,Kannur,Mowancheri,670613,Chembilode
Kerala,Kannur,Mowancheri,670613,Irivery
Kerala,Kannur,Mowancheri,670613,Kannur
Kerala,Kannur,Koyyode,670621,Chembilode
Kerala,Kannur,Poduvachery,670621,Mavilayi
Kerala,Kannur,Kadachira,670621,Kadachira
Kerala,Kannur,Chala East,670621,Kannur
Kerala,Kannur,Kadachira,670621,Kannur
Kerala,Kannur,Koyyode,670621,Kannur
Kerala,Kannur,Chala East,670621,Edakkad
Kerala,Kannur,Chala East,670621,KADAMBUR
Kerala,Kannur,Poduvachery,670621,Kannur
Kerala,Kannur,Poduvachery,670621,Chembilode
Kerala,Kannur,Kadachira,670621,KADAMBUR
Kerala,Kannur,Chala East,670621,Chembilode
Kerala,Kannur,Poduvachery,670621,Irivery
Kerala,Kannur,Makreri,670622,Irivery
Kerala,Kannur,Bavode,670622,Kannur
Kerala,Kannur,Makreri,670622,Makreri
Kerala,Kannur,Makreri,670622,Kannur
Kerala,Kannur,Mundalur,670622,Kannur
Kerala,Kannur,Bavode,670622,Edakkad
Kerala,Kannur,Mundalur,670622,Makreri
Kerala,Kannur,Makreri,670622,Chembilode
Kerala,Kannur,Mavilayi,670622,Mavilayi
Kerala,Kannur,Mavilayi,670622,Kannur
Kerala,Kannur,Bavode,670622,Makreri
Kerala,Kannur,Nediyenga,670631,Nediyanga
Kerala,Kannur,Kaithapram,670631,Sreekandapuram
Kerala,Kannur,Nedungome,670631,Sreekandapuram
Kerala,Kannur,Kootumugham,670631,Sreekandapuram
Kerala,Kannur,Malapattam,670631,Taliparamba
Kerala,Kannur,Cherikode,670631,Taliparamba
Kerala,Kannur,Kootumugham,670631,Taliparamba
Kerala,Kannur,Nedungome,670631,Taliparamba
Kerala,Kannur,Sreekandapuram,670631,Taliparamba
Kerala,Kannur,Chempanthotty,670631,Taliparamba
Kerala,Kannur,Kaithapram,670631,Taliparamba
Kerala,Kannur,Malapattam,670631,Malapattam
Kerala,Kannur,Chempanthotty,670631,Nediyanga
Kerala,Kannur,Cherikode,670631,Sreekandapuram
Kerala,Kannur,Chengalayi,670631,Taliparamba
Kerala,Kannur,Chengalayi,670631,Chengalai
Kerala,Kannur,Kootumugham,670631,Nediyanga
Kerala,Kannur,Sreekandapuram,670631,Sreekandapuram
Kerala,Kannur,Eruvassi,670632,Eruvassy
Kerala,Kannur,Kayalampara,670632,Eruvassy
Kerala,Kannur,Nellikutty,670632,Eruvassy
Kerala,Kannur,Chemperi,670632,Taliparamba
Kerala,Kannur,Chemperi,670632,NADUVIL
Kerala,Kannur,Kayalampara,670632,NADUVIL
Kerala,Kannur,Kuniyampuzha,670632,Eruvassy
Kerala,Kannur,Eruvassi,670632,Taliparamba
Kerala,Kannur,Nellikutty,670632,Taliparamba
Kerala,Kannur,Chundakunnu,670632,Sreekandapuram
Kerala,Kannur,Chemperi,670632,Eruvassy
Kerala,Kannur,Pooparamba,670632,Eruvassy
Kerala,Kannur,Chemperi,670632,SREEKANDAPURAM
Kerala,Kannur,Kayalampara,670632,Taliparamba
Kerala,Kannur,Kuniyampuzha,670632,Payyavoor
Kerala,Kannur,Nellikutty,670632,Payyavoor
Kerala,Kannur,Chundakunnu,670632,Taliparamba
Kerala,Kannur,Chundakunnu,670632,Eruvassy
Kerala,Kannur,Kuniyampuzha,670632,Taliparamba
Kerala,Kannur,Payyavur,670633,Payyavoor
Kerala,Kannur,Payyavur,670633,Taliparamba
Kerala,Kannur,Chandanakampara,670633,Payyavoor
Kerala,Kannur,Chandanakampara,670633,Taliparamba
Kerala,Kannur,Pazhassikari,670633,Taliparamba
Kerala,Kannur,Chamathachal,670633,Taliparamba
Kerala,Kannur,Kanjirakolly,670633,Taliparamba
Kerala,Kannur,Kanjirakolly,670633,Payyavoor
Kerala,Kannur,Payyavur,670633,PARAKKADAVU
Kerala,Kannur,Chamathachal,670633,Payyavoor
Kerala,Kannur,Pazhassikari,670633,Payyavoor
Kerala,Kannur,Payyavur,670633,VEMBUA
Kerala,Kannur,Ponniam,670641,KADIRUR
Kerala,Kannur,Ponniam West,670641,KADIRUR
Kerala,Kannur,Eruvatty,670642,Eruvatti
Kerala,Kannur,Kadirur-tly,670642,KADIRUR
Kerala,Kannur,Kizhakke Kadirur,670642,PATTIAM
Kerala,Kannur,Mangattidam,670643,Mangattidam
Kerala,Kannur,Sankaranellur,670643,Mangattidam
Kerala,Kannur,Manantheri,670643,Manantheri
Kerala,Kannur,Ayithara Mambram,670643,Kandamkunnu
Kerala,Kannur,Pachapoika,670643,PATHIRIYAD
Kerala,Kannur,Kottayam Malabar,670643,KOTTAYAM
Kerala,Kannur,Kuthuparamba,670643,KUTHUPARAMBA
Kerala,Kannur,Mooriyad,670643,KUTHUPARAMBA
Kerala,Kannur,Kuthuparamba,670643,Thalassery
Kerala,Kannur,Ummenchira,670649,Eranholi
Kerala,Kannur,Kavumbhagam,670649,Eranholi
Kerala,Kannur,Nedumpoil,670650,Vekkalam
Kerala,Kannur,Cheruvancheri,670650,Cheruvanchery
Kerala,Kannur,Kolayad,670650,Koloyad
Kerala,Kannur,Vayannur,670650,Vekkalam
Kerala,Kannur,Kannavam Colony,670650,Cheruvanchery
Kerala,Kannur,Kannoth,670650,Kannavam
Kerala,Kannur,Poolakutty,670650,Kanichar
Kerala,Kannur,Alacherry,670650,Koloyad
Kerala,Kannur,Peruva,670650,Koloyad
Kerala,Kannur,Chittariparamba,670650,Manantheri
Kerala,Kannur,Ambayathode,670651,Kottiyoor
Kerala,Kannur,Chunkakunnu,670651,Kottiyoor
Kerala,Kannur,Kottiyur,670651,Kottiyoor
Kerala,Kannur,Kottiyur,670651,Thalassery
Kerala,Kannur,Palayad,670661,DHARMADAM
Kerala,Kannur,Melur-tly,670661,DHARMADAM
Kerala,Kannur,Muzhappilangad,670662,MUZHAPPILANGAD
Kerala,Kannur,Kadambur-kannur,670663,KADAMBUR
Kerala,Kannur,Etakkad,670663,KADAMBUR
Kerala,Kannur,Kuttikkakam,670663,ETAKKAD
Kerala,Kannur,Paral,670671,Kodiyeri
Kerala,Kannur,Panniyannur,670671,PANNIYANNUR
Kerala,Kannur,Aniyaram,670672,CHOKLI
Kerala,Kannur,Chokli,670672,CHOKLI
Kerala,Kannur,Pullookkara,670672,PERINGATHUR
Kerala,Kannur,Muzhakunnu,670673,Muzhakkunnu
Kerala,Kannur,Perumpunna,670673,Muzhakkunnu
Kerala,Kannur,Thondiyil,670673,Vellarvelly
Kerala,Kannur,Tholambra,670673,Tholambra
Kerala,Kannur,Aralam Farm,670673,Aralam
Kerala,Kannur,Kolakkad,670673,Kanichar
Kerala,Kannur,Vellarvelly,670673,Vellarvelly
Kerala,Kannur,Melmuringodi,670673,Manathana
Kerala,Kannur,Peravoor,670673,Manathana
Kerala,Kannur,Kakkengad,670673,Muzhakkunnu
Kerala,Kannur,Kanichar,670674,Kanichar
Kerala,Kannur,Manathana,670674,Manathana
Kerala,Kannur,Kelakam,670674,Kelakam
Kerala,Kannur,Chettiamparamba,670674,Kelakam
Kerala,Kannur,Santhigiri,670674,Kelakam
Kerala,Kannur,Atakkathode,670674,Kelakam
Kerala,Kannur,Malayampadi,670674,Kanichar
Kerala,Kannur,Vellunni,670674,Kelakam
Kerala,Kannur,Puliyanambram,670675,PERINGATHUR
Kerala,Kannur,Kidanhi,670675,PERINGATHUR
Kerala,Kannur,Mekkunnu,670675,CHOKLI
Kerala,Kannur,Peringathur,670675,PERINGATHUR
Kerala,Kannur,Kadavathur,670676,Thalassery
Kerala,Kannur,Kadavathur,670676,Thrippangottur
Kerala,Kannur,Mudiyanga,670691,PATTIAM
Kerala,Kannur,Kottayampoil,670691,KOTTAYAM
Kerala,Kannur,Pukkot-kba,670691,PATTIAM
Kerala,Kannur,Pathayakunnu,670691,PATTIAM
Kerala,Kannur,Chendayad,670692,Puthoor
Kerala,Kannur,Elangot,670692,PANOOR
Kerala,Kannur,Mokeri,670692,Mokeri
Kerala,Kannur,Puthur-panoor,670692,Puthoor
Kerala,Kannur,Panoor,670692,PANOOR
Kerala,Kannur,Cheruparamba,670693,Kolavelloor
Kerala,Kannur,Narikkodmala,670693,Thrippangottur
Kerala,Kannur,Poyilur,670693,Thrippangottur
Kerala,Kannur,Thuvakunnu,670693,Thalassery
Kerala,Kannur,Vilakkottur,670693,Thrippangottur
Kerala,Kannur,Thuvakunnu,670693,Kolavelloor
Kerala,Kannur,Kallikandy,670693,Thrippangottur
Kerala,Kannur,Champad,670694,PANNIYANNUR
Kerala,Kannur,Koorara,670694,Mokeri
Kerala,Kannur,Palaparamba,670701,Manantheri
Kerala,Kannur,Nirmalagiri,670701,Mangattidam
Kerala,Kannur,Mallannur,670701,Sivapuram
Kerala,Kannur,Neerveli,670701,Mangattidam
Kerala,Kannur,Nirmalagiri,670701,Thalassery
Kerala,Kannur,Chavasseri,670702,Chavassery
Kerala,Kannur,Kayani,670702,PAZHASSI
Kerala,Kannur,Kanhileri,670702,Sivapuram
Kerala,Kannur,Thillenkeri,670702,Thillenkeri
Kerala,Kannur,Uliyil,670702,Chavassery
Kerala,Kannur,Mattanur,670702,KOLARI
Kerala,Kannur,Pazhassiraja Nagar,670702,Chavassery
Kerala,Kannur,Keecheri,670702,KOLARI
Kerala,Kannur,Kolari,670702,KOLARI
Kerala,Kannur,Mattanur College,670702,KOLARI
Kerala,Kannur,Naduvanad,670702,Chavassery
Kerala,Kannur,Porora,670702,KOLARI
Kerala,Kannur,Malur,670702,Sivapuram
Kerala,Kannur,Uruvachal,670702,PAZHASSI
Kerala,Kannur,Kara- Peravoor,670702,Keezhallur
Kerala,Kannur,Sivapuram,670702,Sivapuram
Kerala,Kannur,Kalluvayal,670703,Padiyoor
Kerala,Kannur,Padiyur-kannur,670703,Padiyoor
Kerala,Kannur,Iritty,670703,KEEZHUR
Kerala,Kannur,Madathil,670703,Payam
Kerala,Kannur,Keezhur-iritty,670703,Keezhur
Kerala,Kannur,Punnad,670703,Keezhur
Kerala,Kannur,Vilakkode,670703,Muzhakkunnu
Kerala,Kannur,Iritty,670703,THALASSERY
Kerala,Kannur,Edapuzha,670704,Ayyankunnu
Kerala,Kannur,Veerpad,670704,Aralam
Kerala,Kannur,Mundayamparamba,670704,Ayyankunnu
Kerala,Kannur,Payam,670704,Payam
Kerala,Kannur,Velimanam,670704,Aralam
Kerala,Kannur,Payam East,670704,Payam
Kerala,Kannur,Aralam,670704,Aralam
Kerala,Kannur,Keezhpalli,670704,Aralam
Kerala,Kannur,Koomanthode,670704,Ayyankunnu
Kerala,Kannur,Arabi,670705,Vayathur
Kerala,Kannur,Manikkadavu,670705,Nuchiyad
Kerala,Kannur,Ulikkal,670705,Taliparamba
Kerala,Kannur,Manippara,670705,Nuchiyad
Kerala,Kannur,Parikkalam,670705,Nuchiyad
Kerala,Kannur,Kalanki,670705,Vayathur
Kerala,Kannur,Nuchiyad,670705,Nuchiyad
Kerala,Kannur,Vattiamthode,670705,Vayathur
Kerala,Kannur,Kiliyanthara,670706,Vilamana
Kerala,Kannur,Angadikadavu,670706,Ayyankunnu
Kerala,Kannur,Koottupuzha,670706,Vayathur
Kerala,Kannur,Charal,670706,Ayyankunnu
Kerala,Kannur,Kacherikadavu,670706,Ayyankunnu
Kerala,Kannur,Randamkadavu,670706,Ayyankunnu
Kerala,Kannur,Kiliyanthara,670706,Thalassery
Kerala,Kannur,Kolithattu,670706,Vayathur
Kerala,Kannur,Perinkeri,670706,Vilamana
Kerala,Kannur,Pathiriyad,670741,PATHIRIYAD
Kerala,Kannur,Parapram,670741,PINARAYI
Kerala,Kannur,Mambram,670741,PATHIRIYAD
Kerala,Kannur,Pinarayi,670741,PINARAYI
Kerala,Kannur,New Mahe,673311,KODIYERI
Kerala,Kannur,Peringadi,673312,Thalassery
Kerala,Kannur,Peringadi,673312,CHOKLI
Kerala,Kannur,Olavilam,673313,CHOKLI
Kerala,Kannur,Kariyad South,673316,PERINGATHUR
Kerala,Kasargod,Kannivayal,670511,Chittarikkal
Kerala,Kasargod,Thayyeni,670511,Palavayal
Kerala,Kasargod,Palavayal,670511,Palavayal
Kerala,Kasargod,Kadumeni,670511,Chittarikkal
Kerala,Kasargod,Kamballur,670511,East Eleri
Kerala,Kasargod,Kasaragod,671121,Kasaragod
Kerala,Kasargod,Kasaragod R S,671121,Kasaragod
Kerala,Kasargod,Adkathbail,671121,Kasaragod
Kerala,Kasargod,Talangara,671122,Kasaragod
Kerala,Kasargod,Vidyanagar (Kasargod),671123,Kasaragod
Kerala,Kasargod,Hidayathnagar,671123,Muttathody
Kerala,Kasargod,Hidayathnagar,671123,Madhur
Kerala,Kasargod,Kallakatta,671123,Madhur
Kerala,Kasargod,Alampady,671123,Muttathody
Kerala,Kasargod,Cheroor,671123,Chengala
Kerala,Kasargod,Kallakatta,671123,Muttathody
Kerala,Kasargod,Muttathody,671123,Muttathody
Kerala,Kasargod,Mayipady,671124,Patla
Kerala,Kasargod,Kudlu,671124,Madhur
Kerala,Kasargod,Madhur,671124,Madhur
Kerala,Kasargod,Shiribagilu,671124,Shiribagilu
Kerala,Kasargod,Bedradka,671124,Madhur
Kerala,Kasargod,Patla,671124,Patla
Kerala,Kasargod,Ramdasnagar,671124,Madhur
Kerala,Kasargod,Mogral Puthur,671124,Puthur
Kerala,Kasargod,Olat,671310,Kodakkad
Kerala,Kasargod,Maniyat,671310,Maniyat
Kerala,Kasargod,Udinur,671310,Udinoor
Kerala,Kasargod,Maniyat,671310,Pilicode
Kerala,Kasargod,Pilicode,671310,Pilicode
Kerala,Kasargod,Vellap,671310,North Thrikkaripur
Kerala,Kasargod,Trikarpur Kadapuram,671310,South Thrikkaripur
Kerala,Kasargod,Kotakkat,671310,Kodakkad
Kerala,Kasargod,Trikarpur,671310,South Thrikkaripur
Kerala,Kasargod,Edachakai,671310,Udinoor
Kerala,Kasargod,Elambachi,671311,South Thrikkaripur
Kerala,Kasargod,Trikarpur South,671311,South Thrikkaripur
Kerala,Kasargod,Udumbanthala,671311,South Thrikkaripur
Kerala,Kasargod,Padne,671312,Padne
Kerala,Kasargod,Valiaparaba,671312,Padne
Kerala,Kasargod,Mavilakadapuram,671312,Padne
Kerala,Kasargod,Padnekadapuram,671312,Padne
Kerala,Kasargod,Kayyur,671313,Kayyur
Kerala,Kasargod,Podavur,671313,Kayyur
Kerala,Kasargod,Timiri - Chervathur,671313,Thimiri
Kerala,Kasargod,Perumbatta,671313,Bheemanady
Kerala,Kasargod,Chervathur,671313,Cheemeni
Kerala,Kasargod,Chimeni,671313,Cheemeni
Kerala,Kasargod,Chimeni,671313,Cheemeni II
Kerala,Kasargod,Kilaikote,671313,Kilayikode
Kerala,Kasargod,Kaithakkad,671313,Thimiri
Kerala,Kasargod,Pettikundu,671313,Cheemeni
Kerala,Kasargod,Valiapoil,671313,Thimiri
Kerala,Kasargod,Bheemanady,671314,Bheemanady
Kerala,Kasargod,West Eleri,671314,Bheemanady
Kerala,Kasargod,Periyanganam,671314,Karindalam
Kerala,Kasargod,Kalichanadukam,671314,Thayanur
Kerala,Kasargod,Elerithattu,671314,West Eleri
Kerala,Kasargod,Kollampara,671314,Karindalam
Kerala,Kasargod,Erikulam,671314,Madikai
Kerala,Kasargod,Padnekkad,671314,Madikai
Kerala,Kasargod,Thaikadapuram,671314,Madikai
Kerala,Kasargod,Pudukai,671314,Hosdurg
Kerala,Kasargod,Madikai,671314,Madikai
Kerala,Kasargod,Puthariadukkam,671314,Madikai
Kerala,Kasargod,Kattipoil,671314,Kinanoor
Kerala,Kasargod,Bengalam,671314,Madikai
Kerala,Kasargod,Karindala,671314,Karindalam
Kerala,Kasargod,Chathamath,671314,Thimiri
Kerala,Kasargod,Ozhinhavalappu,671314,Hosdurg
Kerala,Kasargod,Kottapuram,671314,Madikai
Kerala,Kasargod,Kottamala Estate,671314,West Eleri
Kerala,Kasargod,Uppilakai,671314,Hosdurg
Kerala,Kasargod,Chayoth,671314,Karindalam
Kerala,Kasargod,Nileshwar,671314,Madikai
Kerala,Kasargod,Kanhangad,671315,Hosdurg
Kerala,Kasargod,Kottacherry,671315,Hosdurg
Kerala,Kasargod,Ravaneshwaram,671316,Ajanur
Kerala,Kasargod,Manikoth,671316,Chithari
Kerala,Kasargod,Bekal Fort,671316,Pallikkara
Kerala,Kasargod,Movval,671316,Pallikkara
Kerala,Kasargod,Ravaneshwaram,671316,Chithari
Kerala,Kasargod,Pakkom,671316,Panayal
Kerala,Kasargod,Periye,671316,Periya
Kerala,Kasargod,Keekan,671316,Keekan
Kerala,Kasargod,Manikoth,671316,Ajanur
Kerala,Kasargod,Chittari,671316,Chithari
Kerala,Kasargod,Perumbala,671317,Chemnad
Kerala,Kasargod,Kalnad,671317,Kalnad
Kerala,Kasargod,Chandragiri,671317,Kalnad
Kerala,Kasargod,Perumbala,671317,Thekkil
Kerala,Kasargod,Perumbala,671317,Perumbala
Kerala,Kasargod,Chamnad,671317,Chemnad
Kerala,Kasargod,Paravanadkam,671317,Chemnad
Kerala,Kasargod,Bekal,671318,Pallikkara II
Kerala,Kasargod,Paniyal,671318,Panayal
Kerala,Kasargod,Bare,671319,Bare
Kerala,Kasargod,Umda - Padinhare,671319,Bare
Kerala,Kasargod,Mylatti,671319,Bare
Kerala,Kasargod,Udma,671319,Bare
Kerala,Kasargod,Kannur,671321,Kannur
Kerala,Kasargod,Arikady,671321,Arikady
Kerala,Kasargod,Ichlampady,671321,Bombrana
Kerala,Kasargod,Ednad,671321,Edanad
Kerala,Kasargod,Mogral,671321,Koipady
Kerala,Kasargod,Mogral,671321,Mogral
Kerala,Kasargod,Angadimogaru,671321,Angadimogaru
Kerala,Kasargod,Mugu,671321,Mugu
Kerala,Kasargod,Bela,671321,Bela
Kerala,Kasargod,Bombrana,671321,Bombrana
Kerala,Kasargod,Kidoor,671321,Kidoor
Kerala,Kasargod,Kodiamme,671321,Koipady
Kerala,Kasargod,Puthige,671321,Puthige
Kerala,Kasargod,Kidoor,671321,Bombrana
Kerala,Kasargod,Kannur,671321,Edanad
Kerala,Kasargod,Kumbla,671321,Koipady
Kerala,Kasargod,Nirchal,671321,Nirchal
Kerala,Kasargod,Badur,671321,Badoor
Kerala,Kasargod,Ullody,671321,Bela
Kerala,Kasargod,Puthige,671321,Edanad
Kerala,Kasargod,Ichlampady,671321,Ichilampady
Kerala,Kasargod,Shiriya,671321,Shiriya
Kerala,Kasargod,Kidoor,671321,Ujarulvar
Kerala,Kasargod,Kayyaru,671322,Bekoor
Kerala,Kasargod,Chippar,671322,Chippar
Kerala,Kasargod,Bekur,671322,Kubanoor
Kerala,Kasargod,Kurudapadavu,671322,Paivalike
Kerala,Kasargod,Beripadavu,671322,Bayar
Kerala,Kasargod,Bekur,671322,Bekoor
Kerala,Kasargod,Uppala Gate,671322,Uppala
Kerala,Kasargod,Ammeri,671322,Chippar
Kerala,Kasargod,Kurudapadavu,671322,Meenja
Kerala,Kasargod,Chippar,671322,Bayar
Kerala,Kasargod,Ammeri,671322,Paivalike
Kerala,Kasargod,Uppala,671322,Kodibail
Kerala,Kasargod,Kayyaru,671322,Meenja
Kerala,Kasargod,Uppala,671322,Mulinja
Kerala,Kasargod,Kayyaru,671322,Paivalike
Kerala,Kasargod,Kodlamogaru,671323,Kodalamogaru
Kerala,Kasargod,Majibail,671323,Majibail
Kerala,Kasargod,Miyapadavu,671323,Meenja
Kerala,Kasargod,Kadambar,671323,Talikala
Kerala,Kasargod,Manjeshwar,671323,Kunjathur
Kerala,Kasargod,Vorkadi,671323,Vorkady
Kerala,Kasargod,Koliyur,671323,Koliyoor
Kerala,Kasargod,Charla,671323,Kuloor
Kerala,Kasargod,Hosabettu,671323,Kunjathur
Kerala,Kasargod,Kadambar,671323,Kadambar
Kerala,Kasargod,Bangramanjeshwar,671323,Kunjathur
Kerala,Kasargod,Kunjathur,671323,Kunjathur
Kerala,Kasargod,Pavoor,671323,Pavoor
Kerala,Kasargod,Udyavara,671323,Kunjathur
Kerala,Kasargod,Badaje,671323,Badaje
Kerala,Kasargod,Pathoor,671323,Pathur
Kerala,Kasargod,Moodambail,671323,Moodambail
Kerala,Kasargod,Koliyur,671323,Kaliyoor
Kerala,Kasargod,Anekallu,671323,Kodalamogaru
Kerala,Kasargod,Ichlangodu,671324,Ichilangod
Kerala,Kasargod,Heroor,671324,Ichilangod
Kerala,Kasargod,Permude,671324,Badoor
Kerala,Kasargod,Dharmathadka,671324,Bayar
Kerala,Kasargod,Mangalpady,671324,Mangalpady
Kerala,Kasargod,Heroor,671324,Heroor
Kerala,Kasargod,Kudalmerkala,671324,Kudalmarkala
